"DateTimeUTC","DateTimeLocal","IDUser","IDConversation","IDMessage","Channel","Category","Version","Type"
2014-09-29 16:25:34,2014-09-29 11:25:34,"gw1vxoClbqVySFwEmNi_b3fc3117-4121-4be0-92c0-2a3d6b1a4187","3ORSMLUeiCjJi2UzYVEh51-o","3ORSMLUeiCjJi2UzYVEh51-o|0000067","webchat","mentor","bot-chbot-prod","consulta"
2014-09-29 16:25:36,2014-09-29 11:25:36,"gw1vxoClbqVySFwEmNi_b3fc3117-4121-4be0-92c0-2a3d6b1a4187","3ORSMLUeiCjJi2UzYVEh51-o","3ORSMLUeiCjJi2UzYVEh51-o|0000070","webchat","mentor","bot-chbot-prod","consulta"
2014-09-29 16:27:46,2014-09-29 11:27:46,"gw1vxoClbqVySFwEmNi_b3fc3117-4121-4be0-92c0-2a3d6b1a4187","3ORSMLUeiCjJi2UzYVEh51-o","3ORSMLUeiCjJi2UzYVEh51-o|0000073","webchat","mentor","bot-chbot-prod","consulta"
2014-09-29 16:31:20,2014-09-29 11:31:20,"3qv2zKptwZSTwK2YTm9_f2d32692-b115-454d-96b3-45c6712bc25d","6qdqF21004qL5LNkWwpgYl-o","6qdqF21004qL5LNkWwpgYl-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-29 16:32:09,2014-09-29 11:32:09,"3qv2zKptwZSTwK2YTm9_f2d32692-b115-454d-96b3-45c6712bc25d","6qdqF21004qL5LNkWwpgYl-o","6qdqF21004qL5LNkWwpgYl-o|0000009","webchat","agente","bot-chbot-prod","url"
2014-09-29 16:37:01,2014-09-29 11:37:01,"gw1vxoClbqVySFwEmNi_b3fc3117-4121-4be0-92c0-2a3d6b1a4187","3ORSMLUeiCjJi2UzYVEh51-o","3ORSMLUeiCjJi2UzYVEh51-o|0000085","webchat","agente","bot-chbot-prod","url"
2014-09-29 16:37:09,2014-09-29 11:37:09,"gw1vxoClbqVySFwEmNi_b3fc3117-4121-4be0-92c0-2a3d6b1a4187","3ORSMLUeiCjJi2UzYVEh51-o","3ORSMLUeiCjJi2UzYVEh51-o|0000092","webchat","mentor","bot-chbot-prod","consulta"
2014-09-29 17:18:23,2014-09-29 12:18:23,"GuqxrNkMzAb4Bp4zO9o_2b780a8d-51ea-44e7-918d-1f30907ba176","GakgwLW7n27CrZVs7eqIfO-o","GakgwLW7n27CrZVs7eqIfO-o|0000004","webchat","saldo","bot-chbot-prod","consulta"
2014-09-29 17:18:34,2014-09-29 12:18:34,"GuqxrNkMzAb4Bp4zO9o_2b780a8d-51ea-44e7-918d-1f30907ba176","GakgwLW7n27CrZVs7eqIfO-o","GakgwLW7n27CrZVs7eqIfO-o|0000007","webchat","saldo","bot-chbot-prod","consulta"
2014-09-29 18:12:14,2014-09-29 13:12:14,"qyvKre9QDvKkuv3NIsB_61e3b685-cda5-4b75-a0fa-24a4108837eb","L7h33nuK17o3WmThmvW8Vw-o","L7h33nuK17o3WmThmvW8Vw-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-29 18:12:31,2014-09-29 13:12:31,"qyvKre9QDvKkuv3NIsB_61e3b685-cda5-4b75-a0fa-24a4108837eb","L7h33nuK17o3WmThmvW8Vw-o","L7h33nuK17o3WmThmvW8Vw-o|0000009","webchat","agente","bot-chbot-prod","url"
2014-09-29 18:12:43,2014-09-29 13:12:43,"qyvKre9QDvKkuv3NIsB_61e3b685-cda5-4b75-a0fa-24a4108837eb","L7h33nuK17o3WmThmvW8Vw-o","L7h33nuK17o3WmThmvW8Vw-o|0000016","webchat","agente","bot-chbot-prod","url"
2014-09-29 18:27:17,2014-09-29 13:27:17,"v5Q042KekXH0kmT1JvF_e1a02dd1-bea9-4ec5-9369-59e71ec490fd","BsGjoPv5d3cFsUcBcdM54j-o","BsGjoPv5d3cFsUcBcdM54j-o|0000005","webchat","agente","bot-chbot-prod","url"
2014-09-29 20:07:22,2014-09-29 15:07:22,"iT7DOvs8iGB1ld7jklR_c62ab69e-77e6-4913-8514-47a2de9136e0","HKMrOuKPQW9E4PsD2mXETz-o","HKMrOuKPQW9E4PsD2mXETz-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-29 20:07:33,2014-09-29 15:07:33,"iT7DOvs8iGB1ld7jklR_c62ab69e-77e6-4913-8514-47a2de9136e0","HKMrOuKPQW9E4PsD2mXETz-o","HKMrOuKPQW9E4PsD2mXETz-o|0000007","webchat","saldo","bot-chbot-prod","consulta"
2014-09-29 20:07:40,2014-09-29 15:07:40,"iT7DOvs8iGB1ld7jklR_c62ab69e-77e6-4913-8514-47a2de9136e0","HKMrOuKPQW9E4PsD2mXETz-o","HKMrOuKPQW9E4PsD2mXETz-o|0000010","webchat","saldo","bot-chbot-prod","consulta"
2014-09-29 20:07:57,2014-09-29 15:07:57,"iT7DOvs8iGB1ld7jklR_c62ab69e-77e6-4913-8514-47a2de9136e0","HKMrOuKPQW9E4PsD2mXETz-o","HKMrOuKPQW9E4PsD2mXETz-o|0000021","webchat","saldo","bot-chbot-prod","consulta"
2014-09-29 20:52:44,2014-09-29 15:52:44,"3spT4T5VS7W7d42PatG_3ce35a20-1ac7-40f0-bb87-29492a784624","K5gAYuMKmEVK3cjj9ZlHAD-o","K5gAYuMKmEVK3cjj9ZlHAD-o|0000011","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 05:24:51,2014-09-30 00:24:51,"8sMs4nvf3pXgOmL5jqb_45262c12-7088-49f5-b198-58fc6143c180","GI8trJrRDpDN8I4yMdP8a-o","GI8trJrRDpDN8I4yMdP8a-o|0000008","webchat","constancia","bot-chbot-prod","mail"
2014-09-30 06:28:39,2014-09-30 01:28:39,"M8LotP9eNZpouk4s1QO_9849fc36-0aca-425d-b31c-74774ee28312","ADb9bxrLHlc6JOZrllcCby-o","ADb9bxrLHlc6JOZrllcCby-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 06:49:33,2014-09-30 01:49:33,"tH25tIcqLREXMUEbA8g_53137cab-7256-4f25-849d-3ea672359e9d","6cbw2ljZ31lHOyikoXq0Fl-o","6cbw2ljZ31lHOyikoXq0Fl-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 06:55:30,2014-09-30 01:55:30,"YOfH4VwSvJev7z5FYDp_fcf5deb4-ff12-4dbf-ba40-aea5bee26038","Bhxfy9RD3DQBh79aDW3hF5-o","Bhxfy9RD3DQBh79aDW3hF5-o|0000004","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 06:55:37,2014-09-30 01:55:37,"YOfH4VwSvJev7z5FYDp_fcf5deb4-ff12-4dbf-ba40-aea5bee26038","Bhxfy9RD3DQBh79aDW3hF5-o","Bhxfy9RD3DQBh79aDW3hF5-o|0000007","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 08:02:46,2014-09-30 03:02:46,"YfT2BV5Jes7S7G5V7u1_7fc1e230-9d38-41ca-9a0d-1fd248a65c28","L9133aUUKgd1r5moO3Jcgt-o","L9133aUUKgd1r5moO3Jcgt-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 08:04:09,2014-09-30 03:04:09,"YfT2BV5Jes7S7G5V7u1_7fc1e230-9d38-41ca-9a0d-1fd248a65c28","L9133aUUKgd1r5moO3Jcgt-o","L9133aUUKgd1r5moO3Jcgt-o|0000007","webchat","agente","bot-chbot-prod","url"
2014-09-30 08:04:43,2014-09-30 03:04:43,"YfT2BV5Jes7S7G5V7u1_7fc1e230-9d38-41ca-9a0d-1fd248a65c28","L9133aUUKgd1r5moO3Jcgt-o","L9133aUUKgd1r5moO3Jcgt-o|0000020","webchat","agente","bot-chbot-prod","url"
2014-09-30 08:04:51,2014-09-30 03:04:51,"YfT2BV5Jes7S7G5V7u1_7fc1e230-9d38-41ca-9a0d-1fd248a65c28","L9133aUUKgd1r5moO3Jcgt-o","L9133aUUKgd1r5moO3Jcgt-o|0000025","webchat","caritometro","bot-chbot-prod","url"
2014-09-30 08:12:01,2014-09-30 03:12:01,"zTjfUMdhtGFGUMSnv82_1c3e703c-277b-46a6-9fa2-d590021b2c3d","AcPuZsBOY2ZJSrDTLb4USJ-o","AcPuZsBOY2ZJSrDTLb4USJ-o|0000004","webchat","turno","bot-chbot-prod","consulta"
2014-09-30 08:12:17,2014-09-30 03:12:17,"zTjfUMdhtGFGUMSnv82_1c3e703c-277b-46a6-9fa2-d590021b2c3d","AcPuZsBOY2ZJSrDTLb4USJ-o","AcPuZsBOY2ZJSrDTLb4USJ-o|0000007","webchat","agente","bot-chbot-prod","url"
2014-09-30 08:22:18,2014-09-30 03:22:18,"ylxe1nWpajvFGsntigB_b22e0658-f720-4de4-b46e-63c52ee0fca9","LLtGMFlbm9OKwulXKGsNjc-o","LLtGMFlbm9OKwulXKGsNjc-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 08:22:47,2014-09-30 03:22:47,"ylxe1nWpajvFGsntigB_b22e0658-f720-4de4-b46e-63c52ee0fca9","LLtGMFlbm9OKwulXKGsNjc-o","LLtGMFlbm9OKwulXKGsNjc-o|0000011","webchat","agente","bot-chbot-prod","url"
2014-09-30 08:49:41,2014-09-30 03:49:41,"thh09vX1SOVq1h2BM3b_9b52e5fd-83a6-4caf-8a27-c550de7005c0","3lvpme4W0PTEY0tPHgb5Nj-o","3lvpme4W0PTEY0tPHgb5Nj-o|0000006","webchat","agente","bot-chbot-prod","url"
2014-09-30 09:04:15,2014-09-30 04:04:15,"ZgWSd8O6qoD4ezDRrkS_c217585e-1681-44d0-80d2-998cc272b711","EP3EwGiqj4P86cIncvOBaZ-o","EP3EwGiqj4P86cIncvOBaZ-o|0000004","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 09:04:23,2014-09-30 04:04:23,"ZgWSd8O6qoD4ezDRrkS_c217585e-1681-44d0-80d2-998cc272b711","EP3EwGiqj4P86cIncvOBaZ-o","EP3EwGiqj4P86cIncvOBaZ-o|0000007","webchat","agente","bot-chbot-prod","url"
2014-09-30 09:41:28,2014-09-30 04:41:28,"TMb5rH0oSlG2IjrPOMR_656501f1-851e-4d7e-8ef6-51bb7bb7ba1d","8hFCydPOKfN4vBUCd0aZkF-o","8hFCydPOKfN4vBUCd0aZkF-o|0000004","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 09:54:03,2014-09-30 04:54:03,"1NOu97xk7KJCRCSZkGD_df6b1860-bbee-403d-8a37-c266e737a3fd","66IsOmIDmnbGxkxq00DuSJ-o","66IsOmIDmnbGxkxq00DuSJ-o|0000008","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 09:54:13,2014-09-30 04:54:13,"1NOu97xk7KJCRCSZkGD_df6b1860-bbee-403d-8a37-c266e737a3fd","66IsOmIDmnbGxkxq00DuSJ-o","66IsOmIDmnbGxkxq00DuSJ-o|0000011","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 09:55:14,2014-09-30 04:55:14,"1NOu97xk7KJCRCSZkGD_df6b1860-bbee-403d-8a37-c266e737a3fd","66IsOmIDmnbGxkxq00DuSJ-o","66IsOmIDmnbGxkxq00DuSJ-o|0000014","webchat","agente","bot-chbot-prod","url"
2014-09-30 09:56:08,2014-09-30 04:56:08,"EU1zuPwoJGP3pY9Vyxd_30d8c681-9d9a-4f62-b582-144f9d36a447","KRdM6rrSbif9WV3XovQ6Yi-o","KRdM6rrSbif9WV3XovQ6Yi-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 10:08:28,2014-09-30 05:08:28,"sJ45WsPHnXQEaZIMVf1_9cf9cbe9-d2b6-406d-94f6-cdc01d12cc10","AWBwQ6yMIct9XOsVLTJESf-o","AWBwQ6yMIct9XOsVLTJESf-o|0000006","webchat","mentor","bot-chbot-prod","consulta"
2014-09-30 10:08:43,2014-09-30 05:08:43,"sJ45WsPHnXQEaZIMVf1_9cf9cbe9-d2b6-406d-94f6-cdc01d12cc10","AWBwQ6yMIct9XOsVLTJESf-o","AWBwQ6yMIct9XOsVLTJESf-o|0000009","webchat","agente","bot-chbot-prod","url"
2014-09-30 10:09:18,2014-09-30 05:09:18,"sJ45WsPHnXQEaZIMVf1_9cf9cbe9-d2b6-406d-94f6-cdc01d12cc10","AWBwQ6yMIct9XOsVLTJESf-o","AWBwQ6yMIct9XOsVLTJESf-o|0000014","webchat","agente","bot-chbot-prod","url"
2014-09-30 10:37:55,2014-09-30 05:37:55,"1mGNANYPH7elh7aqh7T_a7ff8e67-ad89-453d-8312-7b2b44c0d1b0","KZJXUUdH6GrAhFcUI7pRuI-o","KZJXUUdH6GrAhFcUI7pRuI-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 10:38:01,2014-09-30 05:38:01,"bGit4bV4NDrZuQFntzO_cea115bd-f9f1-432e-9e44-9782afe13e22","6wXYud6SynpBIQg8ueL97W-o","6wXYud6SynpBIQg8ueL97W-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 10:39:04,2014-09-30 05:39:04,"GiH33P4bZWrsfSp2eJg_f776a320-540b-4752-80d6-08ccab65400a","CReKh0BvxmPLICM6JhKBOb-o","CReKh0BvxmPLICM6JhKBOb-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 10:40:02,2014-09-30 05:40:02,"Xjbc41UAH7RRPHerCsO_2eef89bc-0561-49e7-b4d4-c1f1d9e29894","FBbSCfu11ZjEjBGuM4kKCA-o","FBbSCfu11ZjEjBGuM4kKCA-o|0000010","webchat","constancia","bot-chbot-prod","mail"
2014-09-30 10:57:19,2014-09-30 05:57:19,"jFITAdNOinLdyXEhCbj_8e396796-8a59-44ff-a999-ab08c53ac265","BUXX32LOu9DF1vQDb04wkN-o","BUXX32LOu9DF1vQDb04wkN-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 11:08:25,2014-09-30 06:08:25,"xF84KTTHeTfEBg7tUwl_10ef7ad4-9581-45b1-863e-5b793762bfe1","4NW4HEIla08ERKG9Zfi65J-o","4NW4HEIla08ERKG9Zfi65J-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 11:49:24,2014-09-30 06:49:24,"XZJtImnZNL3rGc2HnyO_358ea5b6-2fd1-4896-87de-24f7ee7e6d4d","5xFIyMdBNuC65pt4kxCIJz-o","5xFIyMdBNuC65pt4kxCIJz-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:07:23,2014-09-30 07:07:23,"i9r8U9H5vGlonYV2NXM_05342bfc-e59b-42f0-a391-f6ea97454a51","KgvS2IRCLG46Uw2Ks78za-o","KgvS2IRCLG46Uw2Ks78za-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:07:48,2014-09-30 07:07:48,"i9r8U9H5vGlonYV2NXM_05342bfc-e59b-42f0-a391-f6ea97454a51","KgvS2IRCLG46Uw2Ks78za-o","KgvS2IRCLG46Uw2Ks78za-o|0000009","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:08:02,2014-09-30 07:08:02,"i9r8U9H5vGlonYV2NXM_05342bfc-e59b-42f0-a391-f6ea97454a51","KgvS2IRCLG46Uw2Ks78za-o","KgvS2IRCLG46Uw2Ks78za-o|0000014","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 12:37:48,2014-09-30 07:37:48,"NRtyGFDfAG0Z8aSwJGg_3db52de4-c4b6-47b7-8564-e833e62160d7","CkdgkX70D0T2K7dV1mOt4h-o","CkdgkX70D0T2K7dV1mOt4h-o|0000004","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:37:56,2014-09-30 07:37:56,"eNhz9pYZWO6qjIds4Ia_a1bba3c4-6e62-4b3b-ac55-74d13c6fc97a","30ZHYIkMtjUyevvV5BECa-o","30ZHYIkMtjUyevvV5BECa-o|0000006","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:38:08,2014-09-30 07:38:08,"NRtyGFDfAG0Z8aSwJGg_3db52de4-c4b6-47b7-8564-e833e62160d7","CkdgkX70D0T2K7dV1mOt4h-o","CkdgkX70D0T2K7dV1mOt4h-o|0000009","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:38:21,2014-09-30 07:38:21,"NRtyGFDfAG0Z8aSwJGg_3db52de4-c4b6-47b7-8564-e833e62160d7","CkdgkX70D0T2K7dV1mOt4h-o","CkdgkX70D0T2K7dV1mOt4h-o|0000014","webchat","mentor","bot-chbot-prod","consulta"
2014-09-30 12:38:31,2014-09-30 07:38:31,"S8wTybCswau0whjgnC4_52e39084-4cfb-4d13-8a9d-40820be276a6","FsFJv9vw5M6LIQu8MffKw9-o","FsFJv9vw5M6LIQu8MffKw9-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 12:42:56,2014-09-30 07:42:56,"YaOfnOQqvJWjOy1tbUh_073b08e5-ec15-4fd8-8434-8626011c2819","CdUba7hlFawHo8Bb2tHWWd-o","CdUba7hlFawHo8Bb2tHWWd-o|0000008","webchat","constancia","bot-chbot-prod","mail"
2014-09-30 12:53:06,2014-09-30 07:53:06,"TXeGV9rbv1shp9O0uVO_2da82dc1-d6e4-43fa-9936-f96502647e2e","3XJB8BdfIGRDNpI84uFYzc-o","3XJB8BdfIGRDNpI84uFYzc-o|0000004","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 12:55:17,2014-09-30 07:55:17,"Ds90yXEoEwkR3bIXp6r_201a120a-43db-4f0c-bcf1-047c0fa2fcbe","6PDH76I5TEB8zY5tCk49JI-o","6PDH76I5TEB8zY5tCk49JI-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 13:37:04,2014-09-30 08:37:04,"46wFwoyYyjJO11fWc9r_36f78376-6e22-4311-b907-ee74c3000fc5","EECzWiyFAKtHhtCy7jRSLi-o","EECzWiyFAKtHhtCy7jRSLi-o|0000009","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 14:26:10,2014-09-30 09:26:10,"srlhqL0ER8ui5LiP361_35f4548d-4c83-4d0b-9908-dd69a2fe98fa","8jcPNXXPCLw6ox27R2c2Le-o","8jcPNXXPCLw6ox27R2c2Le-o|0000012","webchat","agente","bot-chbot-prod","url"
2014-09-30 14:46:16,2014-09-30 09:46:16,"sROmIXHtu8F5RIS14ZE_b47f9df8-1fc9-47be-bd6d-4ab1998aee82","7XPZbPwnhbHKkdo8fjXjdJ-o","7XPZbPwnhbHKkdo8fjXjdJ-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 14:47:45,2014-09-30 09:47:45,"sROmIXHtu8F5RIS14ZE_b47f9df8-1fc9-47be-bd6d-4ab1998aee82","7XPZbPwnhbHKkdo8fjXjdJ-o","7XPZbPwnhbHKkdo8fjXjdJ-o|0000007","webchat","agente","bot-chbot-prod","url"
2014-09-30 15:02:38,2014-09-30 10:02:38,"QOGjBkMXrewlC23kBzu_50423991-7a8d-4d2a-8582-6085f1ac9843","C8z3eGFoL824aX3gIhPOwW-o","C8z3eGFoL824aX3gIhPOwW-o|0000008","webchat","turno","bot-chbot-prod","consulta"
2014-09-30 15:17:29,2014-09-30 10:17:29,"CKdCAI2EPIrJNG9OXm8_b999c720-139d-4c7a-acea-5c634e915dc2","CkPy7uuwE9jIF1DJbzQgfS-o","CkPy7uuwE9jIF1DJbzQgfS-o|0000005","webchat","agente","bot-chbot-prod","url"
2014-09-30 15:18:03,2014-09-30 10:18:03,"y4qLBZDyZ94QUwNoNrP_ea415a89-2ebb-4105-809d-b9404c9b75ed","9dGhEKlj5asE82AEnfkKWO-o","9dGhEKlj5asE82AEnfkKWO-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 15:24:19,2014-09-30 10:24:19,"4a6YKsxwjPIntm96ipx_77f4f9a0-c925-4256-a7c2-fdd486eac292","HqYSurABExBze12i7eEHH-o","HqYSurABExBze12i7eEHH-o|0000002","webchat","agente","bot-chbot-prod","url"
2014-09-30 15:24:58,2014-09-30 10:24:58,"4a6YKsxwjPIntm96ipx_77f4f9a0-c925-4256-a7c2-fdd486eac292","HqYSurABExBze12i7eEHH-o","HqYSurABExBze12i7eEHH-o|0000007","webchat","agente","bot-chbot-prod","url"
2014-09-30 15:25:23,2014-09-30 10:25:23,"4a6YKsxwjPIntm96ipx_77f4f9a0-c925-4256-a7c2-fdd486eac292","HqYSurABExBze12i7eEHH-o","HqYSurABExBze12i7eEHH-o|0000012","webchat","agente","bot-chbot-prod","url"
2014-09-30 15:36:09,2014-09-30 10:36:09,"G5Ozf6WZCF7Xoq3GY06_7b8e7fda-ddac-4ef3-9e7a-0562f6e3ee43","CxfOCHRK7BE5bkftzJmTnT-o","CxfOCHRK7BE5bkftzJmTnT-o|0000013","webchat","saldo","bot-chbot-prod","consulta"
2014-09-30 15:42:04,2014-09-30 10:42:04,"OueI9h5dllW3hiRaH9V_b70d37a5-2e34-4f37-a20c-5a036f1a4ec9","GmDTQo1CP7a6jtKpJUdam8-o","GmDTQo1CP7a6jtKpJUdam8-o|0000007","webchat","tramite","bot-chbot-prod","url"
2014-09-30 15:42:08,2014-09-30 10:42:08,"OueI9h5dllW3hiRaH9V_b70d37a5-2e34-4f37-a20c-5a036f1a4ec9","GmDTQo1CP7a6jtKpJUdam8-o","GmDTQo1CP7a6jtKpJUdam8-o|0000010","webchat","tramite","bot-chbot-prod","url"
